brand,date,day_of_week,month,tiaoxiu,workday,year
7,1565,1,9,0,1,2017
8,1565,1,9,0,1,2017
9,1565,1,9,0,1,2017
10,1565,1,9,0,1,2017
1,1566,2,9,0,1,2017
2,1566,2,9,0,1,2017
3,1566,2,9,0,1,2017
4,1566,2,9,0,1,2017
5,1566,2,9,0,1,2017
6,1566,2,9,0,1,2017
7,1566,2,9,0,1,2017
8,1566,2,9,0,1,2017
9,1566,2,9,0,1,2017
10,1566,2,9,0,1,2017
1,1567,3,9,0,1,2017
2,1567,3,9,0,1,2017
3,1567,3,9,0,1,2017
4,1567,3,9,0,1,2017
5,1567,3,9,0,1,2017
6,1567,3,9,0,1,2017
7,1567,3,9,0,1,2017
8,1567,3,9,0,1,2017
9,1567,3,9,0,1,2017
10,1567,3,9,0,1,2017
1,1568,4,9,0,1,2017
2,1568,4,9,0,1,2017
3,1568,4,9,0,1,2017
4,1568,4,9,0,1,2017
5,1568,4,9,0,1,2017
6,1568,4,9,0,1,2017
7,1568,4,9,0,1,2017
8,1568,4,9,0,1,2017
9,1568,4,9,0,1,2017
10,1568,4,9,0,1,2017
1,1569,5,9,0,1,2017
2,1569,5,9,0,1,2017
3,1569,5,9,0,1,2017
4,1569,5,9,0,1,2017
5,1569,5,9,0,1,2017
6,1569,5,9,0,1,2017
7,1569,5,9,0,1,2017
8,1569,5,9,0,1,2017
9,1569,5,9,0,1,2017
10,1569,5,9,0,1,2017
1,1570,6,9,0,1,2017
2,1570,6,9,0,1,2017
3,1570,6,9,0,1,2017
4,1570,6,9,0,1,2017
5,1570,6,9,0,1,2017
6,1570,6,9,0,1,2017
7,1570,6,9,0,1,2017
8,1570,6,9,0,1,2017
9,1570,6,9,0,1,2017
10,1570,6,9,0,1,2017
1,1571,7,9,0,1,2017
2,1571,7,9,0,1,2017
5,1571,7,9,0,1,2017
6,1571,7,9,0,1,2017
7,1571,7,9,0,1,2017
9,1571,7,9,0,1,2017
10,1571,7,9,0,1,2017
1,1572,1,9,0,1,2017
2,1572,1,9,0,1,2017
3,1572,1,9,0,1,2017
4,1572,1,9,0,1,2017
5,1572,1,9,0,1,2017
6,1572,1,9,0,1,2017
7,1572,1,9,0,1,2017
8,1572,1,9,0,1,2017
9,1572,1,9,0,1,2017
10,1572,1,9,0,1,2017
1,1573,2,9,0,1,2017
2,1573,2,9,0,1,2017
3,1573,2,9,0,1,2017
4,1573,2,9,0,1,2017
5,1573,2,9,0,1,2017
6,1573,2,9,0,1,2017
7,1573,2,9,0,1,2017
8,1573,2,9,0,1,2017
9,1573,2,9,0,1,2017
10,1573,2,9,0,1,2017
1,1574,3,9,0,1,2017
2,1574,3,9,0,1,2017
3,1574,3,9,0,1,2017
4,1574,3,9,0,1,2017
5,1574,3,9,0,1,2017
6,1574,3,9,0,1,2017
7,1574,3,9,0,1,2017
8,1574,3,9,0,1,2017
9,1574,3,9,0,1,2017
10,1574,3,9,0,1,2017
1,1575,4,9,0,1,2017
2,1575,4,9,0,1,2017
3,1575,4,9,0,1,2017
4,1575,4,9,0,1,2017
5,1575,4,9,0,1,2017
6,1575,4,9,0,1,2017
7,1575,4,9,0,1,2017
8,1575,4,9,0,1,2017
9,1575,4,9,0,1,2017
10,1575,4,9,0,1,2017
1,1576,5,9,0,1,2017
2,1576,5,9,0,1,2017
3,1576,5,9,0,1,2017
4,1576,5,9,0,1,2017
5,1576,5,9,0,1,2017
6,1576,5,9,0,1,2017
7,1576,5,9,0,1,2017
8,1576,5,9,0,1,2017
9,1576,5,9,0,1,2017
10,1576,5,9,0,1,2017
1,1577,6,9,0,1,2017
2,1577,6,9,0,1,2017
3,1577,6,9,0,1,2017
4,1577,6,9,0,1,2017
5,1577,6,9,0,1,2017
6,1577,6,9,0,1,2017
7,1577,6,9,0,1,2017
8,1577,6,9,0,1,2017
9,1577,6,9,0,1,2017
10,1577,6,9,0,1,2017
1,1578,1,9,0,1,2017
2,1578,1,9,0,1,2017
3,1578,1,9,0,1,2017
4,1578,1,9,0,1,2017
5,1578,1,9,0,1,2017
6,1578,1,9,0,1,2017
7,1578,1,9,0,1,2017
8,1578,1,9,0,1,2017
9,1578,1,9,0,1,2017
10,1578,1,9,0,1,2017
1,1579,2,9,0,1,2017
2,1579,2,9,0,1,2017
3,1579,2,9,0,1,2017
4,1579,2,9,0,1,2017
5,1579,2,9,0,1,2017
6,1579,2,9,0,1,2017
7,1579,2,9,0,1,2017
8,1579,2,9,0,1,2017
9,1579,2,9,0,1,2017
10,1579,2,9,0,1,2017
1,1580,3,9,0,1,2017
2,1580,3,9,0,1,2017
3,1580,3,9,0,1,2017
4,1580,3,9,0,1,2017
5,1580,3,9,0,1,2017
6,1580,3,9,0,1,2017
7,1580,3,9,0,1,2017
8,1580,3,9,0,1,2017
9,1580,3,9,0,1,2017
10,1580,3,9,0,1,2017
1,1581,4,9,0,1,2017
2,1581,4,9,0,1,2017
3,1581,4,9,0,1,2017
4,1581,4,9,0,1,2017
5,1581,4,9,0,1,2017
6,1581,4,9,0,1,2017
7,1581,4,9,0,1,2017
8,1581,4,9,0,1,2017
9,1581,4,9,0,1,2017
10,1581,4,9,0,1,2017
1,1582,5,9,0,1,2017
2,1582,5,9,0,1,2017
3,1582,5,9,0,1,2017
4,1582,5,9,0,1,2017
5,1582,5,9,0,1,2017
6,1582,5,9,0,1,2017
7,1582,5,9,0,1,2017
8,1582,5,9,0,1,2017
9,1582,5,9,0,1,2017
10,1582,5,9,0,1,2017
1,1583,6,9,1,1,2017
2,1583,6,9,1,1,2017
3,1583,6,9,1,1,2017
4,1583,6,9,1,1,2017
5,1583,6,9,1,1,2017
6,1583,6,9,1,1,2017
7,1583,6,9,1,1,2017
8,1583,6,9,1,1,2017
9,1583,6,9,1,1,2017
10,1583,6,9,1,1,2017
2,1584,2,10,0,0,2017
6,1584,2,10,0,0,2017
7,1584,2,10,0,0,2017
9,1584,2,10,0,0,2017
10,1584,2,10,0,0,2017
2,1585,3,10,0,0,2017
8,1585,3,10,0,0,2017
9,1585,3,10,0,0,2017
2,1586,4,10,0,0,2017
3,1586,4,10,0,0,2017
4,1586,4,10,0,0,2017
6,1586,4,10,0,0,2017
7,1586,4,10,0,0,2017
8,1586,4,10,0,0,2017
1,1587,5,10,0,0,2017
2,1587,5,10,0,0,2017
4,1587,5,10,0,0,2017
6,1587,5,10,0,0,2017
8,1587,5,10,0,0,2017
9,1587,5,10,0,0,2017
10,1587,5,10,0,0,2017
1,1588,6,10,0,0,2017
2,1588,6,10,0,0,2017
3,1588,6,10,0,0,2017
4,1588,6,10,0,0,2017
6,1588,6,10,0,0,2017
7,1588,6,10,0,0,2017
8,1588,6,10,0,0,2017
9,1588,6,10,0,0,2017
10,1588,6,10,0,0,2017
1,1589,7,10,0,0,2017
3,1589,7,10,0,0,2017
4,1589,7,10,0,0,2017
6,1589,7,10,0,0,2017
7,1589,7,10,0,0,2017
8,1589,7,10,0,0,2017
9,1589,7,10,0,0,2017
10,1589,7,10,0,0,2017
1,1590,1,10,0,1,2017
2,1590,1,10,0,1,2017
3,1590,1,10,0,1,2017
4,1590,1,10,0,1,2017
5,1590,1,10,0,1,2017
6,1590,1,10,0,1,2017
7,1590,1,10,0,1,2017
8,1590,1,10,0,1,2017
9,1590,1,10,0,1,2017
10,1590,1,10,0,1,2017
1,1591,2,10,0,1,2017
2,1591,2,10,0,1,2017
3,1591,2,10,0,1,2017
4,1591,2,10,0,1,2017
5,1591,2,10,0,1,2017
6,1591,2,10,0,1,2017
7,1591,2,10,0,1,2017
8,1591,2,10,0,1,2017
9,1591,2,10,0,1,2017
10,1591,2,10,0,1,2017
1,1592,3,10,0,1,2017
2,1592,3,10,0,1,2017
3,1592,3,10,0,1,2017
4,1592,3,10,0,1,2017
5,1592,3,10,0,1,2017
6,1592,3,10,0,1,2017
7,1592,3,10,0,1,2017
8,1592,3,10,0,1,2017
9,1592,3,10,0,1,2017
10,1592,3,10,0,1,2017
1,1593,4,10,0,1,2017
2,1593,4,10,0,1,2017
3,1593,4,10,0,1,2017
4,1593,4,10,0,1,2017
5,1593,4,10,0,1,2017
6,1593,4,10,0,1,2017
7,1593,4,10,0,1,2017
8,1593,4,10,0,1,2017
9,1593,4,10,0,1,2017
10,1593,4,10,0,1,2017
1,1594,5,10,0,1,2017
2,1594,5,10,0,1,2017
3,1594,5,10,0,1,2017
4,1594,5,10,0,1,2017
5,1594,5,10,0,1,2017
6,1594,5,10,0,1,2017
7,1594,5,10,0,1,2017
8,1594,5,10,0,1,2017
9,1594,5,10,0,1,2017
10,1594,5,10,0,1,2017
1,1595,6,10,0,1,2017
2,1595,6,10,0,1,2017
3,1595,6,10,0,1,2017
4,1595,6,10,0,1,2017
5,1595,6,10,0,1,2017
6,1595,6,10,0,1,2017
7,1595,6,10,0,1,2017
8,1595,6,10,0,1,2017
9,1595,6,10,0,1,2017
10,1595,6,10,0,1,2017
1,1596,7,10,0,1,2017
4,1596,7,10,0,1,2017
5,1596,7,10,0,1,2017
6,1596,7,10,0,1,2017
7,1596,7,10,0,1,2017
9,1596,7,10,0,1,2017
10,1596,7,10,0,1,2017
1,1597,1,10,0,1,2017
2,1597,1,10,0,1,2017
3,1597,1,10,0,1,2017
4,1597,1,10,0,1,2017
5,1597,1,10,0,1,2017
6,1597,1,10,0,1,2017
7,1597,1,10,0,1,2017
8,1597,1,10,0,1,2017
9,1597,1,10,0,1,2017
10,1597,1,10,0,1,2017
1,1598,2,10,0,1,2017
2,1598,2,10,0,1,2017
3,1598,2,10,0,1,2017
4,1598,2,10,0,1,2017
5,1598,2,10,0,1,2017
6,1598,2,10,0,1,2017
7,1598,2,10,0,1,2017
8,1598,2,10,0,1,2017
9,1598,2,10,0,1,2017
10,1598,2,10,0,1,2017
1,1599,3,10,0,1,2017
2,1599,3,10,0,1,2017
3,1599,3,10,0,1,2017
4,1599,3,10,0,1,2017
5,1599,3,10,0,1,2017
6,1599,3,10,0,1,2017
7,1599,3,10,0,1,2017
8,1599,3,10,0,1,2017
9,1599,3,10,0,1,2017
10,1599,3,10,0,1,2017
1,1600,4,10,0,1,2017
2,1600,4,10,0,1,2017
3,1600,4,10,0,1,2017
4,1600,4,10,0,1,2017
5,1600,4,10,0,1,2017
6,1600,4,10,0,1,2017
7,1600,4,10,0,1,2017
8,1600,4,10,0,1,2017
9,1600,4,10,0,1,2017
10,1600,4,10,0,1,2017
1,1601,5,10,0,1,2017
2,1601,5,10,0,1,2017
3,1601,5,10,0,1,2017
4,1601,5,10,0,1,2017
5,1601,5,10,0,1,2017
6,1601,5,10,0,1,2017
7,1601,5,10,0,1,2017
8,1601,5,10,0,1,2017
9,1601,5,10,0,1,2017
10,1601,5,10,0,1,2017
1,1602,6,10,0,1,2017
2,1602,6,10,0,1,2017
3,1602,6,10,0,1,2017
4,1602,6,10,0,1,2017
5,1602,6,10,0,1,2017
6,1602,6,10,0,1,2017
7,1602,6,10,0,1,2017
8,1602,6,10,0,1,2017
9,1602,6,10,0,1,2017
10,1602,6,10,0,1,2017
1,1603,7,10,0,1,2017
2,1603,7,10,0,1,2017
3,1603,7,10,0,1,2017
4,1603,7,10,0,1,2017
6,1603,7,10,0,1,2017
7,1603,7,10,0,1,2017
8,1603,7,10,0,1,2017
9,1603,7,10,0,1,2017
10,1603,7,10,0,1,2017
1,1604,1,10,0,1,2017
2,1604,1,10,0,1,2017
3,1604,1,10,0,1,2017
4,1604,1,10,0,1,2017
5,1604,1,10,0,1,2017
6,1604,1,10,0,1,2017
7,1604,1,10,0,1,2017
8,1604,1,10,0,1,2017
9,1604,1,10,0,1,2017
10,1604,1,10,0,1,2017
1,1605,2,10,0,1,2017
2,1605,2,10,0,1,2017
3,1605,2,10,0,1,2017
4,1605,2,10,0,1,2017
5,1605,2,10,0,1,2017
6,1605,2,10,0,1,2017
7,1605,2,10,0,1,2017
8,1605,2,10,0,1,2017
9,1605,2,10,0,1,2017
10,1605,2,10,0,1,2017
1,1606,3,10,0,1,2017
2,1606,3,10,0,1,2017
3,1606,3,10,0,1,2017
4,1606,3,10,0,1,2017
5,1606,3,10,0,1,2017
6,1606,3,10,0,1,2017
7,1606,3,10,0,1,2017
8,1606,3,10,0,1,2017
9,1606,3,10,0,1,2017
10,1606,3,10,0,1,2017
1,1607,4,10,0,1,2017
2,1607,4,10,0,1,2017
3,1607,4,10,0,1,2017
4,1607,4,10,0,1,2017
5,1607,4,10,0,1,2017
6,1607,4,10,0,1,2017
7,1607,4,10,0,1,2017
8,1607,4,10,0,1,2017
9,1607,4,10,0,1,2017
10,1607,4,10,0,1,2017
1,1608,5,10,0,1,2017
2,1608,5,10,0,1,2017
3,1608,5,10,0,1,2017
4,1608,5,10,0,1,2017
5,1608,5,10,0,1,2017
6,1608,5,10,0,1,2017
7,1608,5,10,0,1,2017
8,1608,5,10,0,1,2017
9,1608,5,10,0,1,2017
10,1608,5,10,0,1,2017
1,1609,6,10,0,1,2017
2,1609,6,10,0,1,2017
3,1609,6,10,0,1,2017
4,1609,6,10,0,1,2017
5,1609,6,10,0,1,2017
6,1609,6,10,0,1,2017
7,1609,6,10,0,1,2017
8,1609,6,10,0,1,2017
9,1609,6,10,0,1,2017
10,1609,6,10,0,1,2017
1,1610,7,10,0,1,2017
4,1610,7,10,0,1,2017
6,1610,7,10,0,1,2017
7,1610,7,10,0,1,2017
9,1610,7,10,0,1,2017
10,1610,7,10,0,1,2017
1,1611,1,10,0,1,2017
2,1611,1,10,0,1,2017
3,1611,1,10,0,1,2017
4,1611,1,10,0,1,2017
5,1611,1,10,0,1,2017
6,1611,1,10,0,1,2017
7,1611,1,10,0,1,2017
8,1611,1,10,0,1,2017
9,1611,1,10,0,1,2017
10,1611,1,10,0,1,2017
1,1612,2,10,0,1,2017
2,1612,2,10,0,1,2017
3,1612,2,10,0,1,2017
4,1612,2,10,0,1,2017
5,1612,2,10,0,1,2017
6,1612,2,10,0,1,2017
7,1612,2,10,0,1,2017
8,1612,2,10,0,1,2017
9,1612,2,10,0,1,2017
10,1612,2,10,0,1,2017
1,1613,3,11,0,1,2017
2,1613,3,11,0,1,2017
3,1613,3,11,0,1,2017
4,1613,3,11,0,1,2017
5,1613,3,11,0,1,2017
6,1613,3,11,0,1,2017
7,1613,3,11,0,1,2017
8,1613,3,11,0,1,2017
9,1613,3,11,0,1,2017
10,1613,3,11,0,1,2017
1,1614,4,11,0,1,2017
2,1614,4,11,0,1,2017
3,1614,4,11,0,1,2017
4,1614,4,11,0,1,2017
5,1614,4,11,0,1,2017
6,1614,4,11,0,1,2017
7,1614,4,11,0,1,2017
8,1614,4,11,0,1,2017
9,1614,4,11,0,1,2017
10,1614,4,11,0,1,2017
1,1615,5,11,0,1,2017
2,1615,5,11,0,1,2017
3,1615,5,11,0,1,2017
4,1615,5,11,0,1,2017
5,1615,5,11,0,1,2017
6,1615,5,11,0,1,2017
7,1615,5,11,0,1,2017
8,1615,5,11,0,1,2017
9,1615,5,11,0,1,2017
10,1615,5,11,0,1,2017
1,1616,6,11,0,1,2017
2,1616,6,11,0,1,2017
3,1616,6,11,0,1,2017
4,1616,6,11,0,1,2017
5,1616,6,11,0,1,2017
6,1616,6,11,0,1,2017
7,1616,6,11,0,1,2017
8,1616,6,11,0,1,2017
9,1616,6,11,0,1,2017
10,1616,6,11,0,1,2017
1,1617,7,11,0,1,2017
4,1617,7,11,0,1,2017
5,1617,7,11,0,1,2017
7,1617,7,11,0,1,2017
9,1617,7,11,0,1,2017
10,1617,7,11,0,1,2017
1,1618,1,11,0,1,2017
2,1618,1,11,0,1,2017
3,1618,1,11,0,1,2017
4,1618,1,11,0,1,2017
5,1618,1,11,0,1,2017
6,1618,1,11,0,1,2017
7,1618,1,11,0,1,2017
8,1618,1,11,0,1,2017
9,1618,1,11,0,1,2017
10,1618,1,11,0,1,2017
1,1619,2,11,0,1,2017
2,1619,2,11,0,1,2017
3,1619,2,11,0,1,2017
4,1619,2,11,0,1,2017
5,1619,2,11,0,1,2017
6,1619,2,11,0,1,2017
7,1619,2,11,0,1,2017
8,1619,2,11,0,1,2017
9,1619,2,11,0,1,2017
10,1619,2,11,0,1,2017
1,1620,3,11,0,1,2017
2,1620,3,11,0,1,2017
3,1620,3,11,0,1,2017
4,1620,3,11,0,1,2017
5,1620,3,11,0,1,2017
6,1620,3,11,0,1,2017
7,1620,3,11,0,1,2017
8,1620,3,11,0,1,2017
9,1620,3,11,0,1,2017
10,1620,3,11,0,1,2017
1,1621,4,11,0,1,2017
2,1621,4,11,0,1,2017
3,1621,4,11,0,1,2017
4,1621,4,11,0,1,2017
5,1621,4,11,0,1,2017
6,1621,4,11,0,1,2017
7,1621,4,11,0,1,2017
8,1621,4,11,0,1,2017
9,1621,4,11,0,1,2017
10,1621,4,11,0,1,2017
1,1622,5,11,0,1,2017
2,1622,5,11,0,1,2017
3,1622,5,11,0,1,2017
4,1622,5,11,0,1,2017
5,1622,5,11,0,1,2017
6,1622,5,11,0,1,2017
7,1622,5,11,0,1,2017
8,1622,5,11,0,1,2017
9,1622,5,11,0,1,2017
10,1622,5,11,0,1,2017
1,1623,6,11,0,1,2017
2,1623,6,11,0,1,2017
3,1623,6,11,0,1,2017
4,1623,6,11,0,1,2017
5,1623,6,11,0,1,2017
6,1623,6,11,0,1,2017
7,1623,6,11,0,1,2017
8,1623,6,11,0,1,2017
9,1623,6,11,0,1,2017
10,1623,6,11,0,1,2017
1,1624,7,11,0,1,2017
4,1624,7,11,0,1,2017
9,1624,7,11,0,1,2017
10,1624,7,11,0,1,2017
1,1625,1,11,0,1,2017
2,1625,1,11,0,1,2017
3,1625,1,11,0,1,2017
4,1625,1,11,0,1,2017
5,1625,1,11,0,1,2017
6,1625,1,11,0,1,2017
7,1625,1,11,0,1,2017
8,1625,1,11,0,1,2017
9,1625,1,11,0,1,2017
10,1625,1,11,0,1,2017
1,1626,2,11,0,1,2017
2,1626,2,11,0,1,2017
3,1626,2,11,0,1,2017
4,1626,2,11,0,1,2017
5,1626,2,11,0,1,2017
6,1626,2,11,0,1,2017
7,1626,2,11,0,1,2017
8,1626,2,11,0,1,2017
9,1626,2,11,0,1,2017
10,1626,2,11,0,1,2017
1,1627,3,11,0,1,2017
2,1627,3,11,0,1,2017
3,1627,3,11,0,1,2017
4,1627,3,11,0,1,2017
5,1627,3,11,0,1,2017
6,1627,3,11,0,1,2017
7,1627,3,11,0,1,2017
8,1627,3,11,0,1,2017
9,1627,3,11,0,1,2017
10,1627,3,11,0,1,2017
1,1628,4,11,0,1,2017
2,1628,4,11,0,1,2017
3,1628,4,11,0,1,2017
4,1628,4,11,0,1,2017
5,1628,4,11,0,1,2017
6,1628,4,11,0,1,2017
7,1628,4,11,0,1,2017
8,1628,4,11,0,1,2017
9,1628,4,11,0,1,2017
10,1628,4,11,0,1,2017
1,1629,5,11,0,1,2017
2,1629,5,11,0,1,2017
3,1629,5,11,0,1,2017
4,1629,5,11,0,1,2017
5,1629,5,11,0,1,2017
6,1629,5,11,0,1,2017
7,1629,5,11,0,1,2017
8,1629,5,11,0,1,2017
9,1629,5,11,0,1,2017
10,1629,5,11,0,1,2017
1,1630,6,11,0,1,2017
2,1630,6,11,0,1,2017
4,1630,6,11,0,1,2017
5,1630,6,11,0,1,2017
6,1630,6,11,0,1,2017
7,1630,6,11,0,1,2017
8,1630,6,11,0,1,2017
9,1630,6,11,0,1,2017
10,1630,6,11,0,1,2017
9,1631,7,11,0,1,2017
1,1632,1,11,0,1,2017
2,1632,1,11,0,1,2017
3,1632,1,11,0,1,2017
4,1632,1,11,0,1,2017
5,1632,1,11,0,1,2017
6,1632,1,11,0,1,2017
7,1632,1,11,0,1,2017
8,1632,1,11,0,1,2017
9,1632,1,11,0,1,2017
10,1632,1,11,0,1,2017
1,1633,2,11,0,1,2017
2,1633,2,11,0,1,2017
3,1633,2,11,0,1,2017
4,1633,2,11,0,1,2017
5,1633,2,11,0,1,2017
6,1633,2,11,0,1,2017
7,1633,2,11,0,1,2017
8,1633,2,11,0,1,2017
9,1633,2,11,0,1,2017
10,1633,2,11,0,1,2017
1,1634,3,11,0,1,2017
2,1634,3,11,0,1,2017
3,1634,3,11,0,1,2017
4,1634,3,11,0,1,2017
5,1634,3,11,0,1,2017
6,1634,3,11,0,1,2017
7,1634,3,11,0,1,2017
8,1634,3,11,0,1,2017
9,1634,3,11,0,1,2017
10,1634,3,11,0,1,2017
1,1635,4,11,0,1,2017
2,1635,4,11,0,1,2017
3,1635,4,11,0,1,2017
4,1635,4,11,0,1,2017
5,1635,4,11,0,1,2017
6,1635,4,11,0,1,2017
7,1635,4,11,0,1,2017
8,1635,4,11,0,1,2017
9,1635,4,11,0,1,2017
10,1635,4,11,0,1,2017
1,1636,5,11,0,1,2017
2,1636,5,11,0,1,2017
3,1636,5,11,0,1,2017
4,1636,5,11,0,1,2017
5,1636,5,11,0,1,2017
6,1636,5,11,0,1,2017
7,1636,5,11,0,1,2017
8,1636,5,11,0,1,2017
9,1636,5,11,0,1,2017
10,1636,5,11,0,1,2017
1,1637,6,11,0,1,2017
2,1637,6,11,0,1,2017
3,1637,6,11,0,1,2017
4,1637,6,11,0,1,2017
5,1637,6,11,0,1,2017
6,1637,6,11,0,1,2017
7,1637,6,11,0,1,2017
8,1637,6,11,0,1,2017
9,1637,6,11,0,1,2017
10,1637,6,11,0,1,2017
1,1638,7,11,0,1,2017
2,1638,7,11,0,1,2017
3,1638,7,11,0,1,2017
6,1638,7,11,0,1,2017
9,1638,7,11,0,1,2017
1,1639,1,11,0,1,2017
2,1639,1,11,0,1,2017
3,1639,1,11,0,1,2017
4,1639,1,11,0,1,2017
5,1639,1,11,0,1,2017
6,1639,1,11,0,1,2017
7,1639,1,11,0,1,2017
8,1639,1,11,0,1,2017
9,1639,1,11,0,1,2017
10,1639,1,11,0,1,2017
1,1640,2,11,0,1,2017
2,1640,2,11,0,1,2017
3,1640,2,11,0,1,2017
4,1640,2,11,0,1,2017
5,1640,2,11,0,1,2017
6,1640,2,11,0,1,2017
7,1640,2,11,0,1,2017
8,1640,2,11,0,1,2017
9,1640,2,11,0,1,2017
10,1640,2,11,0,1,2017
